id,phone_name,phone_brand,category,release_date,processor_name,processor_brand,processor_series,processor_generation,x_metric_antutu_score,x_metric_antutu_rank,y_price_amount,y_price_currency,y_price_inr,y_price_usd,y_price_type,price_source,price_raw_value,price_confidence,launch_price_candidates,current_price_candidates,source_urls,source_matches,missing_fields,is_v1_flagship,device_family,release_year,device_variant,canonical_model,cpu_geekbench6_single_core,cpu_geekbench6_multi_core,cpu_source_url,cpu_observed_at,cpu_match_confidence,gpu_3dmark_wild_life_extreme_score,gpu_3dmark_wild_life_extreme_fps,gpu_source_url,gpu_observed_at,gpu_match_confidence,ai_geekbench_quantized_score,ai_backend,ai_accelerator,ai_precision,ai_source_url,ai_observed_at,ai_match_confidence,benchmark_status,benchmark_review_reason,benchmark_last_checked_at,benchmark_source_hash
red-magic-11-pro-red-magic-snapdragon-8-elite-gen-5-android,Red Magic 11 Pro,Red Magic,android,2025-11-19,Snapdragon 8 Elite Gen 5,Snapdragon,flagship,8 Elite Gen 5,3963575,1,749,USD,65163,749,current,the-verge,USD 749,0.88,,749|USD|65163|749|the-verge|0.88,https://www.theverge.com/news/812391/redmagics-liquid-cooled-gaming-phone-starts-at-749,the-verge|Red Magic 11 Pro|1,,false,,2025,,,,,,,,,,,,,,,,,,,,not_eligible,,,
poco-f8-ultra-poco-snapdragon-8-elite-gen-5-android,Poco F8 Ultra,POCO,android,2025-11-26,Snapdragon 8 Elite Gen 5,Snapdragon,flagship,8 Elite Gen 5,3661170,3,70979,INR,70979,815.85,current,existing-data,INR 70979,0.65,840|USD|73080|840|manual-seed|0.85,70979|INR|70979|815.85|existing-data|0.65; 840|USD|73080|840|existing-data|0.62,,manual-seed|Poco F8 Ultra|1,,false,,2025,,,,,,,,,,,,,,,,,,,,not_eligible,,,
oneplus-15-oneplus-snapdragon-8-elite-gen-5-android,OnePlus 15,OnePlus,android,2025-10-27,Snapdragon 8 Elite Gen 5,Snapdragon,flagship,8 Elite Gen 5,3606895,4,54999,INR,54999,632.17,current,existing-data,INR 54999,0.65,54999|INR|54999|632.17|manual-seed|0.95; 649|USD|56463|649|manual-seed|0.85,54999|INR|54999|632.17|existing-data|0.65; 649|USD|56463|649|existing-data|0.62,,manual-seed|OnePlus 15|1,,false,,2025,,,,,,,,,,,,,,,,,,,,not_eligible,,,
xiaomi-17-ultra-xiaomi-snapdragon-8-elite-gen-5-android,Xiaomi 17 Ultra,Xiaomi,android,,Snapdragon 8 Elite Gen 5,Snapdragon,flagship,8 Elite Gen 5,3562525,5,79999,INR,79999,919.53,current,existing-data,INR 79999,0.65,,79999|INR|79999|919.53|existing-data|0.65; 949|USD|82563|949|existing-data|0.62,,,,false,,,,,,,,,,,,,,,,,,,,,,not_eligible,,,
galaxy-s26-ultra-samsung-snapdragon-8-elite-gen-5-android,Galaxy S26 Ultra,Samsung,android,2026-03-06,Snapdragon 8 Elite Gen 5,Snapdragon,flagship,8 Elite Gen 5,3484761,6,116990,INR,116990,1344.71,current,existing-data,INR 116990,0.65,116990|INR|116990|1344.71|manual-seed|0.9,116990|INR|116990|1344.71|existing-data|0.65; 1384|USD|120408|1384|existing-data|0.62,,manual-seed|Samsung Galaxy S26 Ultra|1,,true,Galaxy S,2026,Ultra,Galaxy S26 Ultra,,,,,,,,,,,,,,,,,,"missing_cpu,missing_gpu,missing_ai","cpu:needs_model_review:samsung galaxy s26 ultra,Samsung Electronics Galaxy S26 Ultra; ai:needs_model_review; gpu:source_unavailable",2026-08-07T21:34:14+00:00,
samsung-galaxy-s26-ultra-samsung-snapdragon-8-elite-gen-5-android-ai-phone,Samsung Galaxy S26 Ultra,Samsung,android_ai_phone,2026-03-06,Snapdragon 8 Elite Gen 5,Snapdragon,flagship,8 Elite Gen 5,2542999,5,116990,INR,116990,1344.71,current,existing-data,INR 116990,0.65,116990|INR|116990|1344.71|manual-seed|0.9,116990|INR|116990|1344.71|existing-data|0.65; 1384|USD|120408|1384|existing-data|0.62,,manual-seed|Samsung Galaxy S26 Ultra|1,,true,Galaxy S,2026,Ultra,Galaxy S26 Ultra,,,,,,,,,,,,,,,,,,"missing_cpu,missing_gpu,missing_ai","cpu:needs_model_review:samsung galaxy s26 ultra,Samsung Electronics Galaxy S26 Ultra; ai:needs_model_review; gpu:source_unavailable",2026-08-07T21:34:14+00:00,
nubia-z80-ultra-nubia-snapdragon-8-elite-gen-5-android-ai-llm,nubia Z80 Ultra,Nubia,android_ai_llm,,Snapdragon 8 Elite Gen 5,Snapdragon,flagship,8 Elite Gen 5,913612,3,62999,INR,62999,724.13,current,existing-data,INR 62999,0.65,,62999|INR|62999|724.13|existing-data|0.65; 749|USD|65163|749|existing-data|0.62,,,,false,,,,,,,,,,,,,,,,,,,,,,not_eligible,,,
oneplus-15t-oneplus-snapdragon-8-elite-gen-5-android-ai-llm,OnePlus 15T,OnePlus,android_ai_llm,,Snapdragon 8 Elite Gen 5,Snapdragon,flagship,8 Elite Gen 5,895234,6,49999,INR,49999,574.7,current,existing-data,INR 49999,0.65,,49999|INR|49999|574.7|existing-data|0.65; 599|USD|52113|599|existing-data|0.62,,,,false,,,,,,,,,,,,,,,,,,,,,,not_eligible,,,
oneplus-pad-3-oneplus-snapdragon-8-elite-android-lite,OnePlus Pad 3,OnePlus,android_lite,2025-06-05,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,3234947,5,699.99,USD,60899,699.99,current,oneplus-press-release,USD 699.99,0.9,,699.99|USD|60899|699.99|oneplus-press-release|0.9,https://www.oneplus.com/us/press/press-release/oneplus-launches-its-flagship-android-tablet-oneplus-pad3-in-the-united-states-and-canada,oneplus-press-release|OnePlus Pad 3|1,,false,,2025,,,,,,,,,,,,,,,,,,,,not_eligible,,,
iqoo-neo11-iqoo-snapdragon-8-elite-android,iQOO Neo11,iQOO,android,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,3148628,11,27999,INR,27999,321.83,current,existing-data,INR 27999,0.65,,27999|INR|27999|321.83|existing-data|0.65; 329|USD|28623|329|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
poco-f8-pro-poco-snapdragon-8-elite-android,Poco F8 Pro,POCO,android,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,3039368,13,34999,INR,34999,402.29,current,existing-data,INR 34999,0.65,,34999|INR|34999|402.29|existing-data|0.65; 399|USD|34713|399|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
mi-15-xiaomi-snapdragon-8-elite-android,Mi 15,Xiaomi,android,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,2969355,15,54999,INR,54999,632.17,current,existing-data,INR 54999,0.65,,54999|INR|54999|632.17|existing-data|0.65; 649|USD|56463|649|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
poco-f7-ultra-poco-snapdragon-8-elite-android,Poco F7 Ultra,POCO,android,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,2920252,17,27999,INR,27999,321.83,current,existing-data,INR 27999,0.65,,27999|INR|27999|321.83|existing-data|0.65; 329|USD|28623|329|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
galaxy-s25-ultra-samsung-snapdragon-8-elite-android,Galaxy S25 Ultra,Samsung,android,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,2850981,18,129999,INR,129999,1494.24,current,existing-data,INR 129999,0.65,,129999|INR|129999|1494.24|existing-data|0.65; 1299|USD|113013|1299|existing-data|0.62,,,,true,Galaxy S,2024,Ultra,Galaxy S25 Ultra,2619,8824,https://browser.geekbench.com/v6/cpu/18933509,2026-08-07T21:34:14+00:00,1.0,,,,,,62906,TensorFlow Lite,QNN,INT8,https://browser.geekbench.com/android_devices/samsung-sm-s938n,2026-08-07T21:34:14+00:00,1.0,missing_gpu,gpu:source_unavailable,2026-08-07T21:34:14+00:00,a5573fe3817d3a8f
galaxy-s25-plus-samsung-snapdragon-8-elite-android,Galaxy S25+,Samsung,android,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,2774381,21,99999,INR,99999,1149.41,current,existing-data,INR 99999,0.65,,99999|INR|99999|1149.41|existing-data|0.65; 999|USD|86913|999|existing-data|0.62,,,,true,Galaxy S,2024,Plus,Galaxy S25 +,2602,8534,https://browser.geekbench.com/v6/cpu/18934059,2026-08-07T21:34:14+00:00,1.0,,,,,,63337,TensorFlow Lite,QNN,INT8,https://browser.geekbench.com/android_devices/samsung-sm-s936n,2026-08-07T21:34:14+00:00,1.0,missing_gpu,cpu:low_match_count; gpu:source_unavailable,2026-08-07T21:34:14+00:00,6d995d1cf083ede1
galaxy-s25-samsung-snapdragon-8-elite-android,Galaxy S25,Samsung,android,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,2646876,25,80999,INR,80999,931.02,current,existing-data,INR 80999,0.65,,80999|INR|80999|931.02|existing-data|0.65; 799|USD|69513|799|existing-data|0.62,,,,true,Galaxy S,2024,Standard,Galaxy S25,2418,8021,https://browser.geekbench.com/v6/cpu/18934027,2026-08-07T21:34:14+00:00,1.0,,,,,,62224,TensorFlow Lite,QNN,INT8,https://browser.geekbench.com/android_devices/samsung-sm-s931n,2026-08-07T21:34:14+00:00,1.0,missing_gpu,gpu:source_unavailable,2026-08-07T21:34:14+00:00,86f993e8e8c49a13
honor-magic-7-pro-honor-snapdragon-8-elite-android,HONOR Magic 7 Pro,HONOR,android,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,2445747,29,59999,INR,59999,689.64,current,existing-data,INR 59999,0.65,,59999|INR|59999|689.64|existing-data|0.65; 699|USD|60813|699|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
redmi-k90-xiaomi-snapdragon-8-elite-android-ai-phone,REDMI K90,Xiaomi,android_ai_phone,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,2034765,10,24999,INR,24999,287.34,current,existing-data,INR 24999,0.65,,24999|INR|24999|287.34|existing-data|0.65; 299|USD|26013|299|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
iqoo-13-iqoo-snapdragon-8-elite-android-ai-phone,iQOO 13,iQOO,android_ai_phone,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,1984812,13,34999,INR,34999,402.29,current,existing-data,INR 34999,0.65,,34999|INR|34999|402.29|existing-data|0.65; 449|USD|39063|449|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
iqoo-neo10-pro-plus-iqoo-snapdragon-8-elite-android-ai-phone,iQOO Neo10 Pro+,iQOO,android_ai_phone,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,1982647,14,32999,INR,32999,379.3,current,existing-data,INR 32999,0.65,,32999|INR|32999|379.3|existing-data|0.65; 399|USD|34713|399|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
samsung-galaxy-s25-ultra-samsung-snapdragon-8-elite-android-ai-phone,Samsung Galaxy S25 Ultra,Samsung,android_ai_phone,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,1966071,15,129999,INR,129999,1494.24,current,existing-data,INR 129999,0.65,,129999|INR|129999|1494.24|existing-data|0.65; 1299|USD|113013|1299|existing-data|0.62,,,,true,Galaxy S,2024,Ultra,Galaxy S25 Ultra,2619,8824,https://browser.geekbench.com/v6/cpu/18933509,2026-08-07T21:34:14+00:00,1.0,,,,,,62906,TensorFlow Lite,QNN,INT8,https://browser.geekbench.com/android_devices/samsung-sm-s938n,2026-08-07T21:34:14+00:00,1.0,missing_gpu,gpu:source_unavailable,2026-08-07T21:34:14+00:00,a5573fe3817d3a8f
oppo-find-x8-ultra-oppo-snapdragon-8-elite-android-ai-phone,OPPO Find X8 Ultra,OPPO,android_ai_phone,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,1957225,17,69999,INR,69999,804.59,current,existing-data,INR 69999,0.65,,69999|INR|69999|804.59|existing-data|0.65; 799|USD|69513|799|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
redmi-k80-pro-xiaomi-snapdragon-8-elite-android-ai-phone,REDMI K80 Pro,Xiaomi,android_ai_phone,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,1950544,19,29999,INR,29999,344.82,current,existing-data,INR 29999,0.65,,29999|INR|29999|344.82|existing-data|0.65; 349|USD|30363|349|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
oneplus-13-oneplus-snapdragon-8-elite-android-ai-phone,OnePlus 13,OnePlus,android_ai_phone,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,1936761,20,57999,INR,57999,666.66,current,existing-data,INR 57999,0.65,,57999|INR|57999|666.66|existing-data|0.65; 699|USD|60813|699|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
mi-15-pro-xiaomi-snapdragon-8-elite-android-ai-phone,Mi 15 Pro,Xiaomi,android_ai_phone,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,1902050,21,64999,INR,64999,747.11,current,existing-data,INR 64999,0.65,,64999|INR|64999|747.11|existing-data|0.65; 769|USD|66903|769|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
realme-gt8-realme-snapdragon-8-elite-android-ai-llm,realme GT8,realme,android_ai_llm,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,762547,28,29999,INR,29999,344.82,current,existing-data,INR 29999,0.65,,29999|INR|29999|344.82|existing-data|0.65; 349|USD|30363|349|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
honor-magic-7-honor-snapdragon-8-elite-android-ai-llm,HONOR Magic 7,HONOR,android_ai_llm,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,743027,31,44999,INR,44999,517.23,current,existing-data,INR 44999,0.65,,44999|INR|44999|517.23|existing-data|0.65; 549|USD|47763|549|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
realme-gt7-pro-realme-snapdragon-8-elite-android-ai-llm,realme GT7 Pro,realme,android_ai_llm,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,736186,34,36999,INR,36999,425.28,current,existing-data,INR 36999,0.65,,36999|INR|36999|425.28|existing-data|0.65; 449|USD|39063|449|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
samsung-galaxy-s25-samsung-snapdragon-8-elite-android-ai-llm,Samsung Galaxy S25,Samsung,android_ai_llm,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,724477,35,80999,INR,80999,931.02,current,existing-data,INR 80999,0.65,,80999|INR|80999|931.02|existing-data|0.65; 799|USD|69513|799|existing-data|0.62,,,,true,Galaxy S,2024,Standard,Galaxy S25,2418,8021,https://browser.geekbench.com/v6/cpu/18934027,2026-08-07T21:34:14+00:00,1.0,,,,,,62224,TensorFlow Lite,QNN,INT8,https://browser.geekbench.com/android_devices/samsung-sm-s931n,2026-08-07T21:34:14+00:00,1.0,missing_gpu,gpu:source_unavailable,2026-08-07T21:34:14+00:00,86f993e8e8c49a13
oneplus-ace-5-pro-oneplus-snapdragon-8-elite-android-ai-llm,OnePlus Ace 5 Pro,OnePlus,android_ai_llm,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,702726,37,29999,INR,29999,344.82,current,existing-data,INR 29999,0.65,,29999|INR|29999|344.82|existing-data|0.65; 349|USD|30363|349|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
samsung-galaxy-z-fold7-samsung-snapdragon-8-elite-android-ai-llm,Samsung Galaxy Z Fold7,Samsung,android_ai_llm,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,626037,39,164999,INR,164999,1896.54,current,existing-data,INR 164999,0.65,,164999|INR|164999|1896.54|existing-data|0.65; 1799|USD|156513|1799|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
mi-15-ultra-xiaomi-snapdragon-8-elite-android-ai-llm,Mi 15 Ultra,Xiaomi,android_ai_llm,Oct 2024,Snapdragon 8 Elite,Snapdragon,flagship,8 Elite,554781,47,79999,INR,79999,919.53,current,existing-data,INR 79999,0.65,,79999|INR|79999|919.53|existing-data|0.65; 949|USD|82563|949|existing-data|0.62,,,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
oppo-find-x9-pro-oppo-dimensity-9500-android,OPPO Find X9 Pro,OPPO,android,,Dimensity 9500,MediaTek,flagship,Dimensity 9500,3308919,7,59999,INR,59999,689.64,current,existing-data,INR 59999,0.65,,59999|INR|59999|689.64|existing-data|0.65; 699|USD|60813|699|existing-data|0.62,,,,false,,,,,,,,,,,,,,,,,,,,,,not_eligible,,,
vivo-x300-pro-vivo-dimensity-9500-android,vivo X300 Pro,vivo,android,,Dimensity 9500,MediaTek,flagship,Dimensity 9500,3249461,8,54999,INR,54999,632.17,current,existing-data,INR 54999,0.65,,54999|INR|54999|632.17|existing-data|0.65; 649|USD|56463|649|existing-data|0.62,,,,false,,,,,,,,,,,,,,,,,,,,,,not_eligible,,,
vivo-x300-vivo-dimensity-9500-android,vivo X300,vivo,android,,Dimensity 9500,MediaTek,flagship,Dimensity 9500,2556443,28,44999,INR,44999,517.23,current,existing-data,INR 44999,0.65,,44999|INR|44999|517.23|existing-data|0.65; 549|USD|47763|549|existing-data|0.62,,,,false,,,,,,,,,,,,,,,,,,,,,,not_eligible,,,
oneplus-15r-oneplus-snapdragon-8-gen-5-android,OnePlus 15R,OnePlus,android,,Snapdragon 8 Gen 5,Snapdragon,flagship,8 Gen 5,2715601,23,32999,INR,32999,379.3,current,existing-data,INR 32999,0.65,,32999|INR|32999|379.3|existing-data|0.65; 399|USD|34713|399|existing-data|0.62,,,,false,,,,,,,,,,,,,,,,,,,,,,not_eligible,,,
iqoo-z10-turbo-plus-iqoo-dimensity-9400-android,iQOO Z10 Turbo+,iQOO,android,2024-09-24,Dimensity 9400,MediaTek,flagship,Dimensity 9400,2843123,19,26990,INR,26990,310.23,current,smartprix,"INR 26,990",0.88,2299|CNY|26439|303.9|smartprix|0.95,26990|INR|26990|310.23|smartprix|0.88,https://www.smartprix.com/mobiles/iqoo-z9-turbo-plus-ppd1u1ch94n3,smartprix|iQOO Z10 Turbo+|1,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
galaxy-tab-s11-ultra-samsung-dimensity-9400-android-lite,Galaxy Tab S11 Ultra,Samsung,android_lite,,Dimensity 9400,MediaTek,flagship,Dimensity 9400,2751643,10,109999,INR,109999,1264.36,current,existing-data,INR 109999,0.65,,109999|INR|109999|1264.36|existing-data|0.65; 1199|USD|104313|1199|existing-data|0.62,,,,false,,,,,,,,,,,,,,,,,,,,,,not_eligible,,,
galaxy-tab-s11-samsung-dimensity-9400-android-lite,Galaxy Tab S11,Samsung,android_lite,,Dimensity 9400,MediaTek,flagship,Dimensity 9400,2707377,11,72999,INR,72999,839.07,current,existing-data,INR 72999,0.65,,72999|INR|72999|839.07|existing-data|0.65; 799|USD|69513|799|existing-data|0.62,,,,false,,,,,,,,,,,,,,,,,,,,,,not_eligible,,,
vivo-x200-pro-vivo-dimensity-9400-android,vivo X200 Pro,vivo,android,,Dimensity 9400,MediaTek,flagship,Dimensity 9400,2704285,24,65999,INR,65999,758.61,current,existing-data,INR 65999,0.65,,65999|INR|65999|758.61|existing-data|0.65; 799|USD|69513|799|existing-data|0.62,,,,false,,,,,,,,,,,,,,,,,,,,,,not_eligible,,,
mi-15t-pro-xiaomi-dimensity-9400-android,Mi 15T Pro,Xiaomi,android,,Dimensity 9400,MediaTek,flagship,Dimensity 9400,2605278,27,34999,INR,34999,402.29,current,existing-data,INR 34999,0.65,,34999|INR|34999|402.29|existing-data|0.65; 399|USD|34713|399|existing-data|0.62,,,,false,,,,,,,,,,,,,,,,,,,,,,not_eligible,,,
redmi-k80-ultra-xiaomi-dimensity-9400-android-ai-phone,REDMI K80 Ultra,Xiaomi,android_ai_phone,2025-06-26,Dimensity 9400,MediaTek,flagship,Dimensity 9400,242639,44,430,USD,37410,430,current,kimovil,USD 430,0.82,2599|CNY|29889|343.55|kimovil|0.95,430|USD|37410|430|kimovil|0.82,https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-k80-ultra,kimovil|REDMI K80 Ultra|1,,false,,2025,,,,,,,,,,,,,,,,,,,,not_eligible,,,
redmi-turbo-5-max-xiaomi-dimensity-9500s-android,REDMI Turbo 5 Max,Xiaomi,android,,Dimensity 9500s,MediaTek,flagship,Dimensity 9500,2750189,22,19999,INR,19999,229.87,current,existing-data,INR 19999,0.65,,19999|INR|19999|229.87|existing-data|0.65; 229|USD|19923|229|existing-data|0.62,,,,false,,,,,,,,,,,,,,,,,,,,,,not_eligible,,,
poco-x8-pro-max-poco-dimensity-9500s-android,Poco X8 Pro Max,POCO,android,,Dimensity 9500s,MediaTek,flagship,Dimensity 9500,2643323,26,22999,INR,22999,264.36,current,existing-data,INR 22999,0.65,,22999|INR|22999|264.36|existing-data|0.65; 269|USD|23403|269|existing-data|0.62,,,,false,,,,,,,,,,,,,,,,,,,,,,not_eligible,,,
red-magic-pad-pro-red-magic-snapdragon-8-gen-3-android-lite,Red Magic Pad Pro,Red Magic,android_lite,Oct 2023,Snapdragon 8 Gen 3,Snapdragon,flagship,8 Gen 3,2506149,14,39999,INR,39999,459.76,current,existing-data,INR 39999,0.65,,39999|INR|39999|459.76|existing-data|0.65; 449|USD|39063|449|existing-data|0.62,,,,false,,2023,,,,,,,,,,,,,,,,,,,,not_eligible,,,
oneplus-pad-pro-oneplus-snapdragon-8-gen-3-android-lite,OnePlus Pad Pro,OnePlus,android_lite,Oct 2023,Snapdragon 8 Gen 3,Snapdragon,flagship,8 Gen 3,2393059,17,37999,INR,37999,436.77,current,existing-data,INR 37999,0.65,,37999|INR|37999|436.77|existing-data|0.65; 449|USD|39063|449|existing-data|0.62,,,,false,,2023,,,,,,,,,,,,,,,,,,,,not_eligible,,,
legion-pad-y700-2025-legion-snapdragon-8-gen-3-android-lite,Legion Pad Y700 2025,Lenovo,android_lite,2024-10-25,Snapdragon 8 Gen 3,Snapdragon,flagship,8 Gen 3,2357954,18,450,USD,39150,450,current,giztop,USD 450,0.8,2999|CNY|34489|396.43|giztop|0.9,450|USD|39150|450|giztop|0.8,https://www.giztop.com/lenovo-legion-y700-2025.html,giztop|Legion Pad Y700 2025|0.778,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
iqoo-neo10-iqoo-snapdragon-8-gen-3-android,iQOO Neo10,iQOO,android,Oct 2023,Snapdragon 8 Gen 3,Snapdragon,flagship,8 Gen 3,2328401,31,24999,INR,24999,287.34,current,existing-data,INR 24999,0.65,,24999|INR|24999|287.34|existing-data|0.65; 299|USD|26013|299|existing-data|0.62,,,,false,,2023,,,,,,,,,,,,,,,,,,,,not_eligible,,,
mi-14-xiaomi-snapdragon-8-gen-3-android,Mi 14,Xiaomi,android,Oct 2023,Snapdragon 8 Gen 3,Snapdragon,flagship,8 Gen 3,2320964,32,49999,INR,49999,574.7,current,existing-data,INR 49999,0.65,,49999|INR|49999|574.7|existing-data|0.65; 599|USD|52113|599|existing-data|0.62,,,,false,,2023,,,,,,,,,,,,,,,,,,,,not_eligible,,,
oneplus-pad2-oneplus-snapdragon-8-gen-3-android-lite,OnePlus Pad2,OnePlus,android_lite,2024-07-30,Snapdragon 8 Gen 3,Snapdragon,flagship,8 Gen 3,2205780,22,35999,INR,35999,413.78,current,oneplus-in,"INR 35,999",0.88,39999|INR|39999|459.76|oneplus-in|0.95,35999|INR|35999|413.78|oneplus-in|0.88,https://www.oneplus.in/pad/oneplus-pad-2,oneplus-in|OnePlus Pad2|1,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
galaxy-s24-ultra-samsung-snapdragon-8-gen-3-android,Galaxy S24 Ultra,Samsung,android,2024-01-25,Snapdragon 8 Gen 3,Snapdragon,flagship,8 Gen 3,2195161,36,109999,INR,109999,1264.36,current,smartprix,"INR 109,999",0.88,129999|INR|129999|1494.24|smartprix|0.95,109999|INR|109999|1264.36|smartprix|0.88; 129999|INR|129999|1494.24|existing-data|0.65; 1299|USD|113013|1299|existing-data|0.62,https://www.smartprix.com/mobiles/samsung-galaxy-s24-ultra-ppd124chsp0k,smartprix|Samsung Galaxy S24 Ultra|1,,true,Galaxy S,2024,Ultra,Galaxy S24 Ultra,2144,6807,https://browser.geekbench.com/v6/cpu/18933014,2026-08-07T21:34:14+00:00,1.0,,,,,,40961,TensorFlow Lite,QNN,INT8,https://browser.geekbench.com/android_devices/samsung-galaxy-s24-ultra,2026-08-07T21:34:14+00:00,1.0,missing_gpu,gpu:source_unavailable,2026-08-07T21:34:14+00:00,5c2d5950d3a53831
honor-400-pro-honor-snapdragon-8-gen-3-android,HONOR 400 Pro,HONOR,android,2024-12-02,Snapdragon 8 Gen 3,Snapdragon,flagship,8 Gen 3,2169327,38,467,USD,40629,467,current,cashify,USD 467,0.88,3399|CNY|39089|449.3|cashify|0.95,467|USD|40629|467|cashify|0.88,https://www.cashify.in/honor-300-pro-price-in-india,cashify|HONOR 400 Pro|1,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
mi-14-ultra-xiaomi-snapdragon-8-gen-3-android-ai-phone,Mi 14 Ultra,Xiaomi,android_ai_phone,2024-02-22,Snapdragon 8 Gen 3,Snapdragon,flagship,8 Gen 3,1588908,27,89990,INR,89990,1034.37,current,smartprix,"INR 89,990",0.85,99999|INR|99999|1149.41|smartprix|0.95,89990|INR|89990|1034.37|smartprix|0.85,https://www.smartprix.com/mobiles/xiaomi-14-ultra-5g-ppd12d4nylsh,smartprix|Mi 14 Ultra|1,,false,,2024,,,,,,,,,,,,,,,,,,,,not_eligible,,,
samsung-galaxy-s24-ultra-samsung-snapdragon-8-gen-3-android-ai-phone,Samsung Galaxy S24 Ultra,Samsung,android_ai_phone,2024-01-25,Snapdragon 8 Gen 3,Snapdragon,flagship,8 Gen 3,1588816,28,109999,INR,109999,1264.36,current,smartprix,"INR 109,999",0.88,129999|INR|129999|1494.24|smartprix|0.95,109999|INR|109999|1264.36|smartprix|0.88,https://www.smartprix.com/mobiles/samsung-galaxy-s24-ultra-ppd124chsp0k,smartprix|Samsung Galaxy S24 Ultra|1,,true,Galaxy S,2024,Ultra,Galaxy S24 Ultra,2144,6807,https://browser.geekbench.com/v6/cpu/18933014,2026-08-07T21:34:14+00:00,1.0,,,,,,40961,TensorFlow Lite,QNN,INT8,https://browser.geekbench.com/android_devices/samsung-galaxy-s24-ultra,2026-08-07T21:34:14+00:00,1.0,missing_gpu,gpu:source_unavailable,2026-08-07T21:34:14+00:00,5c2d5950d3a53831
redmi-k70-pro-xiaomi-snapdragon-8-gen-3-android-ai-phone,Redmi K70 Pro,Xiaomi,android_ai_phone,2023-11-29,Snapdragon 8 Gen 3,Snapdragon,flagship,8 Gen 3,1586331,29,465,USD,40455,465,current,kimovil,USD 465,0.82,3299|CNY|37939|436.08|kimovil|0.95,465|USD|40455|465|kimovil|0.82,https://www.kimovil.com/en/where-to-buy-xiaomi-redmi-k70-pro,kimovil|Redmi K70 Pro|1,,false,,2023,,,,,,,,,,,,,,,,,,,,not_eligible,,,
